doi,标题,期刊,年份,作者
,Evidence for Strong Electron-Phonon Coupling in Weyl Semimetals,Bulletin of the American Physical Society,2020,"Gavin Osterhoudt,Christina Garcia,Vincent Plisson,Jennifer Coulter,Johannes Gooth,Bing Shen,Ni Ni,Claudia Felser,Prineha Narang,Kenneth Burch"
,Routes to quantum anomalous Hall effect from superlattice-like magnetic topological insulators,Bulletin of the American Physical Society,2020,"Qihang Liu,Hongyi Sun,Pengfei Liu,Ni Ni,Chaowei Hu,Kyle Gordon,Daniel Dessau"
,Gapless surface Dirac cone and its possible origin in antiferromagnetic topological insulator MnBi 2 Te 4,Bulletin of the American Physical Society,2020,"Yu-Jie Hao,Pengfei Liu,Yue Feng,Xiao-Ming Ma,Eike Schwier,Masashi Arita,Shiv Kumar,Chaowei Hu,Rui'e Lu,Meng Zeng,Yuan Wang,Zhanyang Hao,Hong-Yi Sun,Ke Zhang,Jiawei Mei,Ni Ni,Liusuo Wu,Kenya Shimada,Chaoyu Chen,Qihang Liu,Chang Liu"
,Magnetic structure of the stuffed honeycomb antiferromagnet GdInO 3,Bulletin of the American Physical Society,2020,"Erxi Feng,Xianghan Xu,Eve Emmanouilidou,Jae Wook Kim,Yan Wu,Lei Ding,Alexander Kolesnikov,Ni Ni,Sang-Wook Cheong,Huibo Cao"
,Pressure tuning of structural and magnetic transitions in EuAg$_4$As$_2$,,2020,"Bud'ko Sergey L.,Xiang Li,Hu Chaowei,Shen Bing,Ni Ni,Canfield Paul C."
,Raman signatures on a van der Waals antiferromagnet,Bulletin of the American Physical Society,2020,"Yujin Cho,Subhajit Ghosh,Zhangji Zhao,Chaowei Hu,Jin Kang,Fariborz Kargar,Ni Ni,Alexander Balandin,Chee Wei Wong"
,Ultrafast Photocurrents in the Weyl Semimetal TaAs,Bulletin of the American Physical Society,2019,"Nicholas Sirica,Ra'anan Tobey,Lingxiao Zhao,Genfu Chen,Bing Xu,Run Yang,Bing Shen,Dzmitry Yarotski,Pamela Bowlan,Stuart Trugman,Jian-Xin Zhu,Yaomin Dai,Abul Azad,Ni Ni,Xianggang Qiu,Antoinette Taylor,Rohit Prasankumar"
10.1103/PhysRevB.99.020503,Observation Of Superconductivity In The Pressurized Weyl-Semimetal Candidate Tairte4,PHYSICAL REVIEW B,2019,"Shu Cai,Eve Emmanouilidou,Jing Guo,Xiaodong Li,Yanchuan Li,Ke Yang,Aiguo Li,Qi Wu,Ni Ni,Liling Sun"
,Observation of low-energy phonon anomalies in Ca 0.73 La 0.27 FeAs 2,Bulletin of the American Physical Society,2019,"Zhenzhong Shi,Sachith Dissanayake,Dipanshu Bansal,Wenli Bi,Ahmet Alatas,Stephen Kuhn,Brodie Popovic,Eve Emmanouilidou,Ni Ni,Olivier Delaire,Ayman Said,Sara Haravifard"
,a rare-earth Kitaev material candidate YbCl$_3$,arXiv: Strongly Correlated Electrons,2019,"Jie Xing,Huibo Cao,Eve Emmanouilidou,Chaowei Hu,Jinyu Liu,David Graf,Arthur P. Ramirez,Gang Chen,Ni Ni"
,Raman Insights into the Phonon Dynamics of Weyl Semimetals,Bulletin of the American Physical Society,2019,"Kenneth Burch,Christina Garcia,Jennifer Coulter,Bing Shen,Ni Ni,Prineha Narang,Gavin Osterhoudt"
10.1038/s41563-019-0297-4,Colossal mid-infrared bulk photovoltaic effect in a type-I Weyl semimetal.,NATURE MATERIALS,2019,"Gavin B Osterhoudt,Laura K Diebel,Mason J Gray,Xu Yang,John Stanco,Xiangwei Huang,Bing Shen,Ni Ni,Philip J W Moll,Ying Ran,Kenneth S Burch"
10.1016/j.jmmm.2018.08.084,Spin-flop phase transition in the orthorhombic antiferromagnetic topological semimetal Cu0.95MnAs,Journal of Magnetism and Magnetic Materials,2019,"Eve Emmanouilidou,Jinyu Liu,D. Graf,Huibo Cao,N. Ni"
,Non-trivial topology in a layered Dirac nodal-line semimetal candidate  SrZnSb$_2$ with distorted Sb square nets,,2019,"Liu Jinyu,Liu Pengfei,Gordon Kyle,Emmanouilidou Eve,Xing Jie,Graf David,Chakoumakos Bryan C.,Wu Yan,cao Huibo,Dessau Dan,Liu Qihang,Ni Ni"
10.1126/sciadv.aba4275,"Realization of an intrinsic, ferromagnetic axion insulator in MnBi8Te13",,2019,"Hu Chaowei,Ding Lei,Gordon Kyle N.,Ghosh Barun,Li Haoxiang,Lian Shang-Wei,Linn A. Garrison,Tien Hung-Ju,Huang Cheng-Yi,Reddy P. V. Sreenivasa,Singh Bahadur,Agarwal Amit,Bansil Arun,Xu Su-Yang,Lin Hsin,Cao Huibo,Chang Tay-Rong,Dessau Dan,Ni Ni"
,Strongly Gapped Topological Surface States on Protected Surfaces of  Antiferromagnetic MnBi$_4$Te$_7$ and MnBi$_6$Te$_{10}$,,2019,"Gordon Kyle N.,Sun Hongyi,Hu Chaowei,Linn A. Garrison,Li Haoxiang,Liu Yuntian,Liu Pengfei,Mackey Scott,Liu Qihang,Ni Ni,Dessau Dan"
10.1364/cleo_qels.2019.fm2d.2,Ultrafast Photocurrents in the Weyl Semimetal TaAs,Conference on Lasers and Electro-Optics,2019,"Nicholas Sirica,Ra’anan I. Tobey,Dmitry A. Yarotski,Pamela Bowlan,Stuart A. Trugman,Jian-Xin Zhu,Yaomin Dai,Abul K. Azad,Ni Ni,Xianggang Qiu,Antoinette J. Taylor,Rohit P. Prasankumar"
10.1103/physrevx.9.041038,Gapless surface Dirac cone in antiferromagnetic topological insulator MnBi$_2$Te$_4$,2990672775,2019,"Yu-Jie Hao,Pengfei Liu,Yue Feng,Xiao-Ming Ma,Eike F. Schwier,Masashi Arita,Shiv Kumar,Chaowei Hu,Rui'e Lu,Meng Zeng,Yuan Wang,Zhanyang Hao,Hongyi Sun,Ke Zhang,Jiawei Mei,Ni Ni,Liusuo Wu,Kenya Shimada,Chaoyu Chen,Qihang Liu,Chang Liu"
10.1103/PhysRevB.100.220301,Uncovering Electron-Phonon Scattering And Phonon Dynamics In Type-I Weyl Semimetals,PHYSICAL REVIEW B,2019,"Jennifer Coulter,Gavin B. Osterhoudt,Christina A. C. Garcia,Yiping Wang,Vincent Plisson,Bing Shen,Ni Ni,Kenneth S. Burch,Prineha Narang"
,Optical Control of Chiral Charge Pumping in a Topologcial Weyl Semimetal,Bulletin of the American Physical Society,2019,"Mehdi Jadidi,Mehdi Kargarian,Martin Mittendorff,Yigit Aytac,Bing Shen,Jacob König-Otto,Stephan Winnerl,Ni Ni,Thomas E. Murphy,H. Dennis Drew"
10.1103/PhysRevB.100.195123,Nontrivial Topology In The Layered Dirac Nodal-Line Semimetal Candidate Srznsb2 With Distorted Sb Square Nets,PHYSICAL REVIEW B,2019,"Jinyu Liu,Pengfei Liu,Kyle Gordon,Eve Emmanouilidou,Jie Xing,David Graf,Bryan C. Chakoumakos,Yan Wu,Huibo Cao,Dan Dessau,Qihang Liu,Ni Ni"
10.1146/annurev-matsci-070218-010023,Transport of Topological Semimetals,"ANNUAL REVIEW OF MATERIALS RESEARCH, VOL 49",2019,"Jin Hu,Su-Yang Xu,Ni Ni,Zhiqiang Mao"
10.1038/s41563-019-0297-4,Colossal Bulk Photovoltaic Effect in a Weyl Semimetal.,arXiv: Mesoscale and Nanoscale Physics,2018,"Gavin B. Osterhoudt,Laura K. Diebel,Mason Gray,Xu Yang,John Stanco,Xiangwei Huang,Bing Shen,Ni Ni,Philip J. W. Moll,Ying Ran,Kenneth S. Burch"
10.1063/1.5034787,Gas-Pressure Chemical Vapor Transport Growth Of Millimeter-Sized C-Bas Single Crystals With Moderate Thermal Conductivity,APPLIED PHYSICS LETTERS,2018,"Jie Xing,E.R. Glaser,Bai Song,James C. Culbertson,Jaime A. Freitas,R. A. Duncan,Keith A. Nelson,Gang Chen,Ni Ni"
,Coexistence of Weyl Points and Topological Nodal Lines in Ternary Transition Metal Telluride TaIrTe4,Bulletin of the American Physical Society,2018,"Xiaoqing Zhou,Qihang Liu,QuanSheng Wu,Tom Nummy,Haoxiang Li,Justin Griffith,Stephen Parham,Justin Waugh,Eve Emmanouilidou,B. C. Shen,Oleg V. Yazyev,Ni Ni,D. S. Dessau"
,"Charge-density-wave, non-collinear magnetic structure and magneto-transport properties of the single crystalline EuAg$_4$As$_2$",Bulletin of the American Physical Society,2018,"Ni Ni,Huibo Cao,Chaowei Hu,Xin Gui,Weiwei Xie,B. C. Shen"
,Multiple phase transitions in the vanadium phosphorous oxide,Bulletin of the American Physical Society,2018,"Jie Xing,Huibo Cao,Jared M. Allred,Turan Birol,Raj Chaklashiya,Junyi Wu,Ni Ni"
,NMR Studies of the Vanadium Phosphorous Oxide Single Crystal,Bulletin of the American Physical Society,2018,"Chaowei Hu,Hsin-Hua Wang,Yongkang Luo,Jie Xing,Stuart Brown,Ni Ni"
