doi,标题,期刊,年份,作者
10.1007/s00382-018-4088-4,Response of eddy activities to localized diabatic heating in Held–Suarez simulations,Climate Dynamics,2018,"Yanluan Lin,Jishi Zhang,Xingrui Li,Yi Deng"
10.1175/JCLI-D-17-0401.1,Response of subtropical stationary waves and hydrological extremes to climate warming in boreal summer,JOURNAL OF CLIMATE,2018,"Jiacan Yuan,Wenhong Li,Robert E. Kopp,Yi Deng"
10.1002/2017MS001175,Hindcasting the Madden-Julian Oscillation With a New Parameterization of Surface Heat Fluxes.,JOURNAL OF ADVANCES IN MODELING EARTH SYSTEMS,2017,"Junwen Chen,Yi Deng,Jingfeng Wang,Wenshi Lin"
10.1038/s41598-017-04623-7,Inter-Model Warming Projection Spread: Inherited Traits From Control Climate Diversity,SCIENTIFIC REPORTS,2017,"Xiaoming Hu,Patrick C. Taylor,Ming Cai,Song Yang,Yi Deng,Sergio Sejas"
10.1175/JCLI-D-15-0366.1,Dynamical and Thermodynamical Impacts of High- and Low-Frequency Atmospheric Eddies on the Initial Melt of Arctic Sea Ice,JOURNAL OF CLIMATE,2017,"Bradley M. Hegyi,Yi Deng"
10.1002/2017JD027279,Observed and Simulated Spring and Summer Dryness in the United States: The Impact of the Pacific Sea Surface Temperature and Beyond,JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES,2017,"Siyu Zhao,Yi Deng,Robert X. Black"
10.1175/JCLI-D-15-0910.1,A Dynamical and Statistical Characterization of U.S. Extreme Precipitation Events and Their Associated Large-Scale Meteorological Patterns,JOURNAL OF CLIMATE,2017,"Siyu Zhao,Yi Deng,Robert X. Black"
10.1016/j.cageo.2016.10.008,Causal discovery in the geosciencesUsing synthetic data to learn how to interpret results,Computers & Geosciences,2017,"Imme Ebert-Uphoff,Yi Deng"
10.1175/JAS-D-16-0171.1,Two Issues Concerning Surface Frontogenesis,JOURNAL OF THE ATMOSPHERIC SCIENCES,2017,"Mankin Mak,Yi Lu,Yi Deng"
10.1007/s00382-017-3564-6,The structure and large-scale organization of extreme cold waves over the conterminous United States,CLIMATE DYNAMICS,2017,"Zuowei Xie,Robert X. Black,Yi Deng"
10.1109/COMPEL.2017.8013388,Modelling And Evaluation Of Thermal Performance Of Rotor-Side Converters Of Dfig Wind Turbines,2017 IEEE 18TH WORKSHOP ON CONTROL AND MODELING FOR POWER ELECTRONICS (COMPEL),2017,"Jun Li,Yi Deng"
10.1175/JCLI-D-16-0869.1,A Process-Based Assessment of Decadal-Scale Surface Temperature Evolutions in the NCAR CCSM4’s 25-Year Hindcast Experiments,JOURNAL OF CLIMATE,2017,"Junwen Chen,Yi Deng,Wenshi Lin,Song Yang"
10.1175/JCLI-D-15-0742.1,Process-Based Decomposition of the Decadal Climate Difference between 2002–13 and 1984–95,JOURNAL OF CLIMATE,2017,"Xiaoming Hu,Yana Li,Song Yang,Yi Deng,Ming Cai"
10.1002/2017ms001175,Hindcasting the Madden-Julian Oscillation With a New Parameterization of Surface Heat Fluxes: MJO HINDCAST IN THE WRF-MEP MODEL,Journal of Advances in Modeling Earth Systems,2017,"Junwen Chen,Yi Deng,Jingfeng Wang,Wenshi Lin"
https://doi.org/10.1007/s00382-016-3395-x,Revisiting the global surface energy budgets with maximum-entropy-production model of surface heat fluxes,Climate Dynamics,2017,"Shih-Yu Huang,Yi Deng,Jingfeng Wang"
10.1002/2017jd026768,Daily-scale planetary wave patterns and the modulation of cold season weather in the northern extratropics: Daily-Scale Planetary Wave Patterns,Journal of Geophysical Research,2017,"Z. Xie,Robert X. Black,Yi Deng"
10.1175/JAS-D-16-0244.1,Reply to “Comments on ‘Dynamics of Upper-Level Frontogenesis in Baroclinic Waves’”,JOURNAL OF THE ATMOSPHERIC SCIENCES,2017,"Mankin Mak,Yi Lu,Yi Deng"
,Bringing Uncertainty into Focus: Control Climate Lens Clarifies the Inter-Model Spread in Global Warming Projections,Nature Climate Change,2017,"Xiaoming Hu,Patrick C. Taylor,Ming Cai,Song Yang,Yi Deng,Sergio A. Sejas"
10.1109/TPEL.2016.2573823,Improved Modulation Scheme for Loss Balancing of Three-Level Active NPC Converters,IEEE Transactions on Power Electronics,2017,"Yi Deng,Jun Li,Kee Ho Shin,Tero Viitanen,Maryam Saeedifard,Ronald G. Harley"
10.1109/ICDM.2017.109,High-Dimensional Dependency Structure Learning For Physical Processes,2017 17TH IEEE INTERNATIONAL CONFERENCE ON DATA MINING (ICDM),2017,"Jamal Golmohammadi,Imme Ebert-Uphoff,Sijie He,Yi Deng,Arindam Banerjee"
10.1016/j.atmosres.2016.11.010,Quantifying the relationship between extreme air pollution events and extreme weather events,Atmospheric Research,2017,"Henian Zhang,Yuhang Wang,Tae-Won Park,Yi Deng"
10.1175/JCLI-D-16-0321.1,Warm Season Dry Spells in the Central and Eastern United States: Diverging Skill in Climate Model Representation,JOURNAL OF CLIMATE,2016,"Siyu Zhao,Yi Deng,Robert X. Black"
10.1109/TPEL.2015.2429595,A Simplified Space Vector Modulation Scheme for Multilevel Converters,"Power Electronics, IEEE Transactions",2016,"Deng, Y.,Wang, Y.,Teo, K.,Harley, R.G."
10.1109/ECCE.2016.7855461,Staircase modulation of modular multilevel converters with minimal total harmonic distortion and maximal number of output voltage levels,IEEE Energy Conversion Congress and Exposition,2016,"Sufei Li,Yi Deng,Ronald G. Harley"
10.1175/bams-d-14-00287.1,Feeling the Pulse of the Stratosphere: An Emerging Opportunity for Predicting Continental-Scale Cold-Air Outbreaks 1 Month in Advance,Bulletin of the American Meteorological Society,2016,"Ming Cai,Yueyue Yu,Yi Deng,Huug M. van den Dool,Rongcai Ren,Suru Saha,Xingren Wu,Jin Huang"
10.1175/JAS-D-15-0250.1,Dynamics of Upper-Level Frontogenesis in Baroclinic Waves,JOURNAL OF THE ATMOSPHERIC SCIENCES,2016,"Mankin Mak,Yi Lu,Yi Deng"
10.1175/JCLI-D-16-0157.1,Impact of Environmental Aerosols on a Developing Extratropical Cyclone in the Superparameterized Community Atmosphere Model,JOURNAL OF CLIMATE,2016,"Yi Lu,Yi Deng"
10.1007/978-3-319-17220-0_11,Using Causal Discovery Algorithms to Learn About Our Planet’s Climate,,2015,"imme ebertuphoff,yi deng"
10.1007/s00382-015-2483-7,A new dynamical index for classification of cold surge types over East Asia,Climate Dynamics,2015,"taewon park,changhoi ho,jeehoon jeong,jinwoo heo,yi deng"
10.1109/TPEL.2014.2331687,Space-Vector Versus Nearest-Level Pulse Width Modulation for Multilevel Converters,"Power Electronics, IEEE Transactions  ",2015,"Yi Deng,Harley, R.G."
10.1007/s00704-014-1333-6,Skills of yearly prediction of the early-season rainfall over southern China by the NCEP climate forecast system,Theoretical and Applied Climatology,2015,"siyu zhao,song yang,yi deng,qiaoping li"
10.1175/JCLI-D-15-0251.1,Initial Transient Response of an Intensifying Baroclinic Wave to Increases in Cloud Droplet Number Concentration,JOURNAL OF CLIMATE,2015,"yi lu,yi deng"
10.1088/1748-9326/10/10/104009,Amplified subtropical stationary waves in boreal summer and their implications for regional water extremes,ENVIRONMENTAL RESEARCH LETTERS,2015,"Jiacan Yuan,Wenhong Li,Yi Deng"
10.1109/APEC.2015.7104560,An improved nearest-level modulation method for the modular multilevel converter,Applied Power Electronics Conference and Exposition,2015,"Yi Deng,Saeedifard, M.,Harley, R.G."
10.1175/JCLI-D-14-00598.1,Mass Footprints of the North Pacific Atmospheric Blocking Highs,JOURNAL OF CLIMATE,2015,"taewon park,yi deng,wenhong li,song yang,ming cai"
10.1109/APEC.2015.7104555,An optimized control strategy for the modular multilevel converter based on space vector modulation,Applied Power Electronics Conference and Exposition,2015,"Yi Deng,Saeedifard, M.,Harley, R.G."
10.1109/PSC.2015.7101695,Optimal allocation of power routers in a STATCOM-installed electric grid with high penetration of wind energy,Power Systems Conference,2015,"Yi Deng,Venayagamoorthy, G.K.,Harley, R.G."
10.1109/IJCNN.2015.7280720,Adaptive-critic-based control of a synchronous generator in a power system using biologically inspired artificial neural networks,International Joint Conference on Neural Networks,2015,"Jing Dai,Ganesh K. Venayagamoorthy,Ronald G. Harley,Yi Deng,Steve M. Potter"
