doi,标题,期刊,年份,作者
,Electron-electron interaction in superconducting Lithium under pressure,,2011,"amandeep kaur,erik r ylvisaker,deyu lu,yan li,giulia galli,warren e pickett"
,Ab-initio calculations of absorption spectra of nanowires by solving the Bethe-Salpeter Equation,,2011,"ping yuan,dario rocca,deyu lu,giulia galli"
10.1063/1.3494541,Power Series Expansion Of The Random Phase Approximation Correlation Energy: The Role Of The Third- And Higher-Order Contributions,JOURNAL OF CHEMICAL PHYSICS,2010,"Deyu Lu,Huy-Viet Nguyen,Giulia Galli"
10.1021/jp9095425,Van der waals interactions in molecular assemblies from first-principles calculations.,JOURNAL OF PHYSICAL CHEMISTRY A,2010,"Yan Li,Deyu Lu,Huy-Viet Nguyen,Giulia Galli"
,Ab-initio calculations of absorption spectra of Si nanostructures using iterative techniques to solve the Bethe-Salpeter Equation,,2010,"ping yuan,dario rocca,deyu lu,giulia galli"
,Bethe-Salpeter equation without empty electronic states applied to charge-transfer excitations,Bulletin of the American Physical Society,2010,"dario rocca,deyu lu,giulia galli"
,Dispersion Interactions in Molecular Assemblies from First-Principles Calculations,Bulletin of the American Physical Society,2010,"yan li,deyu lu,huy viet nguyen,giulia galli"
10.1063/1.3494540,Ab Initio Calculations Of Optical Absorption Spectra: Solution Of The Bethe-Salpeter Equation Within Density Matrix Perturbation Theory,JOURNAL OF CHEMICAL PHYSICS,2010,"Dario Rocca,Deyu Lu,Giulia Galli"
,Efficient evaluation of dielectric response functions and calculations of ground and excited state properties beyond local Density Functional approaches,Bulletin of the American Physical Society,2010,"deyu lu,yan li,dario rocca,huy viet nguyen,francois gygi,giulia galli"
10.1021/ct800465f,Calculation of Quasi-Particle Energies of Aromatic Self-Assembled Monolayers on Au(111),JOURNAL OF CHEMICAL THEORY AND COMPUTATION,2009,"Yan Li,Deyu Lu,Giulia Galli"
10.1103/PhysRevB.79.245106,Iterative Calculations Of Dielectric Eigenvalue Spectra,PHYSICAL REVIEW B,2009,"Hugh Wilson,Deyu Lu,François Gygi,Giulia Galli"
,Ab initio calculations of optical spectra by solving the Bethe-Salpeter equation without empty states.Work,Bulletin of the American Physical Society,2009,"dario rocca,deyu lu,giulia galli"
10.1103/PhysRevLett.102.206411,Ab Initio Calculation Of Van Der Waals Bonded Molecular Crystals,PHYSICAL REVIEW LETTERS,2009,"Deyu Lu,Yan Li,Dario Rocca,Giulia Galli"
,First principle calculations of long range correlation effects within the random phase approximation,,2009,"deyu lu,yan li,hugh f wilson,giulia galli"
10.1103/PhysRevLett.100.147601,Dielectric Properties Of Ice And Liquid Water From First-Principles Calculations,PHYSICAL REVIEW LETTERS,2008,"Deyu Lu,François Gygi,Giulia Galli"
10.1021/jp7111044,Microscopic Characterization of the Interface between Aromatic Isocyanides and Au(111): A First-Principles Investigation,JOURNAL OF PHYSICAL CHEMISTRY C,2008,"Y. Li,D. Lu,S. A. Swanson,J. C. Scott,G. Galli"
,Microscopic Characterization of Organic/Metal Interfaces: a Combined DFT and Many-Body Perturbation Theory Study,Bulletin of the American Physical Society,2008,"yan li,deyu lu,giulia galli"
,Quasiparticle Energies of Liquid Water,,2007,"deyu lu,giulia galli"
10.1088/1478-3975/3/1/S05,The role of molecular modeling in bionanotechnology.,PHYSICAL BIOLOGY,2006,"Deyu Lu,Aleksei Aksimentiev,Amy Y Shih,Eduardo Cruz-Chu,Peter L Freddolino,Anton Arkhipov,Klaus Schulten"
,High quality molecular dynamics simulation of carbon nanotubes in,,2006,"deyu lu,yan li,umberto ravaioli,giancarlo cicero,giulia galli,klaus schulten"
10.1103/PhysRevLett.95.246801,Ion-Nanotube Terahertz Oscillator,PHYSICAL REVIEW LETTERS,2005,"Deyu Lu,Yan Li,Umberto Ravaioli,Klaus Schulten"
,Accurate and efficient modeling for carbon nanotubes in biological applications,Bulletin of the American Physical Society,2005,"Yan Li,Deyu Lu,Klaus Schulten,Umberto Ravaioli"
10.1021/jp050420g,Empirical nanotube model for biological applications.,JOURNAL OF PHYSICAL CHEMISTRY B,2005,"Deyu Lu,Yan Li,Umberto Ravaioli,Klaus Schulten"
